street_marker,vioTime,depTime,lat,lon,area
13361W,1067,1110,-37.81908992,144.9493149,Docklands
13310N,1067,1110,-37.82225468,144.9468485,Docklands
11929W,1069,1089,-37.81561165,144.9825484,East Melbourne
5447W,1069,1085,-37.80833177,144.9547216,Queensberry
C13500,1069,1110,-37.81921926,144.9459329,Docklands
787W,1069,1094,-37.81160148,144.9674232,Library
1215W,1070,1110,-37.81237282,144.959373,Titles
C146,1070,1081,-37.8086132,144.9717778,Regency
13232N,1070,1107,-37.81940788,144.9449664,Docklands
13632E,1071,1086,-37.81903333,144.9443151,Docklands
45W,1071,1093,-37.81273972,144.9735492,Twin Towers
8346E,1071,1110,-37.82433486,144.9685115,Southbank
3420N,1071,1151,-37.81036493,144.964902,Library
C6606,1072,1093,-37.80838103,144.9596822,Titles
8674E,1072,1104,-37.82530117,144.9629918,Southbank
12055W,1072,1110,-37.81220512,144.9831277,East Melbourne
12357S,1072,1110,-37.81009442,144.9800114,East Melbourne
914E,1073,1092,-37.81675309,144.9644104,Degraves
8649W,1073,1107,-37.82558052,144.9624657,Southbank
6235W,1073,1110,-37.80594128,144.9508187,Queensberry
2555S,1073,1136,-37.81387885,144.960674,Hardware
13334E,1074,1081,-37.81668191,144.9457938,Docklands
93W,1075,1110,-37.80878491,144.9717313,Regency
87W,1075,1110,-37.80893654,144.9718013,Regency
C13544,1075,1093,-37.81932658,144.9455605,Docklands
12381S,1076,1110,-37.81090675,144.9763542,Jolimont
C4832,1076,1153,-37.81056739,144.9586777,Titles
13328E,1076,1110,-37.81684984,144.9458679,Docklands
13617W,1077,1091,-37.81962995,144.9435629,Docklands
12406N,1077,1110,-37.81076241,144.9767311,Jolimont
742E,1078,1140,-37.81335969,144.9684799,Chinatown
11762E,1078,1106,-37.80999037,144.9757101,Jolimont
91W,1078,1110,-37.80883572,144.9717547,Regency
13223S,1078,1084,-37.81893006,144.9472674,Docklands
C13528,1078,1110,-37.8192888,144.9456917,Docklands
C1115,1079,1096,-37.81550243,144.9609294,McKillop
13343W,1079,1110,-37.81931142,144.9484171,Docklands
